小区名,价格/万,地区,0,房屋户型,1,所在楼层,2,建筑面积,3,户型结构,4,套内面积,5,建筑类型,6,房屋朝向,7,建筑结构,8,装修情况,9,梯户比例,10,配备电梯,,,,,,,,,,,,,
西湖怡景园二期,83,['金湾区'],,2室2厅1厨1卫,,中楼层(共17层),,71.87㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
竹苑新村,105,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,87.39㎡,,平层,,69.9㎡,,板楼,,东南北,,混合结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中珠上品,69,['金湾区'],,2室2厅1厨1卫,,中楼层(共17层),,66㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
金碧丽江东海岸,135,['斗门区'],,4室2厅1厨2卫,,中楼层(共15层),,109.17㎡,,平层,,109.17㎡,,板楼,,南北,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
美景新村,57,['斗门区'],,3室2厅1厨1卫,,低楼层(共7层),,95.58㎡,,平层,,87.61㎡,,暂无数据,,东南,,未知结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
龙光玖誉湾,260,['金湾区'],,4室2厅1厨2卫,,高楼层(共12层),,117.97㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
八一花园,105,['香洲区'],,2室1厅1厨1卫,,中楼层(共11层),,54.09㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,简装,,一梯七户,,有,,,,,,,,,,,,,
嘉珠时代广场,45,['金湾区'],,1室0厅1厨1卫,,中楼层(共16层),,37.42㎡,,平层,,28.63㎡,,板塔结合,,北,,钢混结构,,简装,,两梯十九户,,有,,,,,,,,,,,,,
翠湖香山别苑,350,['高新区'],,4室2厅1厨2卫,,低楼层(共6层),,137.11㎡,,平层,,118.3㎡,,暂无数据,,南,,钢混结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
金碧丽江东海岸,94,['斗门区'],,3室2厅1厨1卫,,高楼层(共17层),,81㎡,,平层,,暂无数据,,暂无数据,,南,,未知结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
前山新城,218,['香洲区'],,3室2厅1厨2卫,,中楼层(共31层),,106.35㎡,,平层,,84.93㎡,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
锦绣荣城,108,['斗门区'],,3室2厅1厨1卫,,高楼层(共15层),,97㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
奥园香海美景,39.9,['斗门区'],,1室0厅1厨1卫,,低楼层(共17层),,32㎡,,平层,,暂无数据,,板塔结合,,东,,钢混结构,,精装,,三梯二十户,,有,,,,,,,,,,,,,
中海左岸岚庭,135,['金湾区'],,2室1厅1厨1卫,,低楼层(共13层),,73.24㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
时代港,95,['金湾区'],,3室2厅1厨1卫,,低楼层(共28层),,94.93㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
光明街,87,['香洲区'],,3室2厅1厨1卫,,高楼层(共6层),,83.64㎡,,平层,,暂无数据,,暂无数据,,南,,混合结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
新竹花园,83,['香洲区'],,2室1厅1厨1卫,,中楼层(共7层),,49.2㎡,,平层,,暂无数据,,板楼,,南,,混合结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
福康花园,200,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,122.16㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯四户,,有,,,,,,,,,,,,,
岭南世家华景园,150,['香洲区'],,2室2厅1厨1卫,,高楼层(共11层),,73.15㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,简装,,一梯四户,,有,,,,,,,,,,,,,
时代香海彼岸,95,['斗门区'],,3室2厅1厨1卫,,中楼层(共34层),,88.26㎡,,平层,,67.95㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
金地花园,180,['香洲区'],,2室2厅1厨1卫,,高楼层(共17层),,80.78㎡,,平层,,64.76㎡,,板塔结合,,东南南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,96,['斗门区'],,3室2厅1厨2卫,,中楼层(共34层),,94.4㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
海逸假期花园,32,['斗门区'],,1室1厅1厨1卫,,中楼层(共16层),,41.38㎡,,平层,,暂无数据,,板塔结合,,西南,,钢混结构,,简装,,两梯十三户,,有,,,,,,,,,,,,,
时代山湖海6期,110,['金湾区'],,2室1厅1厨1卫,,中楼层(共18层),,79.51㎡,,平层,,暂无数据,,板塔结合,,西南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,125,['斗门区'],,4室2厅1厨2卫,,中楼层(共34层),,112.99㎡,,平层,,暂无数据,,板楼,,南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
雅居乐国际花园三期,162,['高新区'],,3室2厅1厨2卫,,低楼层(共24层),,97.68㎡,,平层,,暂无数据,,暂无数据,,南,,未知结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
夏美村,173,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,93.87㎡,,平层,,81.23㎡,,塔楼,,北,,钢混结构,,简装,,一梯四户,,有,,,,,,,,,,,,,
水岸华都,181,['香洲区'],,2室2厅1厨1卫,,低楼层(共32层),,82㎡,,平层,,暂无数据,,塔楼,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,259,['金湾区'],,4室2厅1厨2卫,,中楼层(共32层),,119㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
时代天韵花园,81,['斗门区'],,3室2厅1厨2卫,,高楼层(共22层),,99.47㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,80㎡,,平层,,暂无数据,,板塔结合,,西北,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华发峰尚,87,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,94.36㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,毛坯,,两梯六户,,有,,,,,,,,,,,,,
忠信丽苑,78,['斗门区'],,3室2厅1厨2卫,,中楼层(共11层),,100.19㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,简装,,两梯三户,,有,,,,,,,,,,,,,
中航花园,168,['金湾区'],,3室2厅1厨1卫,,中楼层(共17层),,92.88㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
万科魅力之城二期,106,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,97.75㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
怡海大厦,225,['香洲区'],,4室2厅1厨2卫,,高楼层(共25层),,138.84㎡,,平层,,暂无数据,,板楼,,南东北,,钢混结构,,简装,,两梯五户,,有,,,,,,,,,,,,,
海怡湾畔,168,['高新区'],,2室2厅1厨1卫,,高楼层(共9层),,80.97㎡,,平层,,70.5㎡,,板塔结合,,南,,钢混结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
万科魅力之城一期,92,['斗门区'],,4室2厅1厨2卫,,高楼层(共30层),,94.98㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
